gene_ko,RNA_ID,Monomer_ID,Process,KO_index
ygaZ,G7405_RNA,G7405-MONOMER,Metabolism,4068
ygaH,G7406_RNA,G7406-MONOMER,Metabolism,4069
yqaB,G7408_RNA,G7408-MONOMER,Metabolism,4071
pncC,G7409_RNA,G7409-MONOMER,Metabolism,4072
mltB,G7410_RNA,G7410-MONOMER,Metabolism,4073
norV,G7413_RNA,G7413-MONOMER,Metabolism,4074
pphB,G7415_RNA,G7415-MONOMER,Metabolism,4076
truD,G7422_RNA,G7422-MONOMER,Metabolism,4083
ispD,G7423_RNA,G7423-MONOMER,Metabolism,4084
queD,G7431_RNA,G7431-MONOMER,Metabolism,4092
queE,G7443_RNA,G7443-MONOMER,Metabolism,4102
gudD,G7445_RNA,GLUCARDEHYDRA-MONOMER,Metabolism,4104
gudP,G7447_RNA,B2789-MONOMER,Metabolism,4106
truC,G7449_RNA,G7449-MONOMER,Metabolism,4108
queF,G7452_RNA,G7452-MONOMER,Metabolism,4111
csdA,G7454_RNA,G7454-MONOMER,Metabolism,4113
tcdA,G7456_RNA,G7456-MONOMER,Metabolism,4115
rppH,G7459_RNA,G7459-MONOMER,Metabolism,4118
kduI,G7463_RNA,G7463-MONOMER,Metabolism,4122
xdhA,G7485_RNA,G7485-MONOMER,Metabolism,4136
xdhB,G7486_RNA,G7486-MONOMER,Metabolism,4137
xdhC,G7487_RNA,G7487-MONOMER,Metabolism,4138
ygeX,G7490_RNA,G7490-MONOMER,Metabolism,4141
mocA,G7496_RNA,G7496-MONOMER,Metabolism,4147
xanQ,G7501_RNA,YGFO-MONOMER,Metabolism,4152
guaD,G7502_RNA,G7502-MONOMER,Metabolism,4153
ghxQ,G7503_RNA,G7504-MONOMER,Metabolism,4154
uacT,G7507_RNA,YGFU-MONOMER,Metabolism,4157
idi,G7508_RNA,IPPISOM-MONOMER,Metabolism,4158
yqfB,G7513_RNA,G7513-MONOMER,Metabolism,4163
scpB,G7516_RNA,G7516-MONOMER,Metabolism,4165
scpC,G7517_RNA,G7517-MONOMER,Metabolism,4166
rdgB,G7530_RNA,G7530-MONOMER,Metabolism,4178
mltC,G7533_RNA,G7533-MONOMER,Metabolism,4181
glcA,G7542_RNA,B2975-MONOMER,Metabolism,4189
glcE,G7544_RNA,G7544-MONOMER,Metabolism,4191
glcD,G7545_RNA,G7545-MONOMER,Metabolism,4192
hybO,G7554_RNA,MONOMER0-145,Metabolism,4201
gpr,G7558_RNA,G7558-MONOMER,Metabolism,4203
yqhD,G7564_RNA,G7564-MONOMER,Metabolism,4206
dkgA,G7565_RNA,MONOMER0-148,Metabolism,4207
cpdA,G7579_RNA,G7579-MONOMER,Metabolism,4219
ubiK,G7582_RNA,G7582-MONOMER,Metabolism,4221
hldE,G7590_RNA,G7590-MONOMER,Metabolism,4228
nfeF,G7593_RNA,G7593-MONOMER,Metabolism,4229
patA,G7596_RNA,G7596-MONOMER,Metabolism,4232
rlmG,G7603_RNA,G7603-MONOMER,Metabolism,4238
yqjG,G7616_RNA,G7616-MONOMER,Metabolism,4251
cyuA,G7622_RNA,G7622-MONOMER,Metabolism,4257
tdcG,G7624_RNA,LSERINEDEAM3-MONOMER,Metabolism,4258
agaS,G7634_RNA,G7634-MONOMER,Metabolism,4265
rsmI,G7641_RNA,G7641-MONOMER,Metabolism,4272
yhbO,G7647_RNA,G7647-MONOMER,Metabolism,4278
kdsD,G7662_RNA,G7662-MONOMER,Metabolism,4291
kdsC,G7663_RNA,G7663-MONOMER,Metabolism,4292
lptC,G7664_RNA,G7664-MONOMER,Metabolism,4293
lptA,G7665_RNA,YHBN-MONOMER,Metabolism,4294
nanQ,G7675_RNA,G7675-MONOMER,Metabolism,4302
nanK,G7676_RNA,NANK-MONOMER,Metabolism,4303
nanE,G7677_RNA,NANE-MONOMER,Metabolism,4304
degQ,G7682_RNA,G7682-MONOMER,Metabolism,4309
aaeB,G7685_RNA,G7685-MONOMER,Metabolism,4312
aaeA,G7686_RNA,G7686-MONOMER,Metabolism,4313
tldD,G7689_RNA,G7689-MONOMER,Metabolism,4316
tsaC,G7698_RNA,G7698-MONOMER,Metabolism,4323
gspC,G7702_RNA,G7702-MONOMER,Metabolism,4326
gspD,G7703_RNA,G7703-MONOMER,Metabolism,4327
gspE,G7704_RNA,G7704-MONOMER,Metabolism,4328
gspF,G7705_RNA,G7705-MONOMER,Metabolism,4329
gspG,G7706_RNA,G7706-MONOMER,Metabolism,4330
gspH,G7707_RNA,G7707-MONOMER,Metabolism,4331
gspI,G7708_RNA,G7708-MONOMER,Metabolism,4332
gspJ,G7709_RNA,G7709-MONOMER,Metabolism,4333
gspK,G7710_RNA,G7710-MONOMER,Metabolism,4334
gspL,G7711_RNA,G7711-MONOMER,Metabolism,4335
tusB,G7712_RNA,G7712-MONOMER,Metabolism,4336
tusC,G7713_RNA,G7713-MONOMER,Metabolism,4337
tusD,G7714_RNA,G7714-MONOMER,Metabolism,4338
fkpA,G7716_RNA,G7716-MONOMER,Metabolism,4340
frlB,G7723_RNA,G7723-MONOMER,Metabolism,4346
frlC,G7724_RNA,G7724-MONOMER,Metabolism,4347
frlD,G7726_RNA,G7726-MONOMER,Metabolism,4348
nudE,G7740_RNA,G7740-MONOMER,Metabolism,4362
yrfG,G7742_RNA,G7742-MONOMER,Metabolism,4364
rtcA,G7750_RNA,G7750-MONOMER,Metabolism,4371
rtcB,G7751_RNA,G7751-MONOMER,Metabolism,4372
yhhW,G7756_RNA,G7756-MONOMER,Metabolism,4375
wecF,G7800_RNA,G7800-MONOMER,Metabolism,4387
tatA,G7806_RNA,TATA,Metabolism,4390
tatB,G7808_RNA,G7808-MONOMER,Metabolism,4391
dcuR,G7826_RNA,DCUR-MONOMER,Transcription Regulation,4397
yjeH,G7833_RNA,B4141-MONOMER,Metabolism,4403
epmB,G7836_RNA,G7836-MONOMER,Metabolism,4406
rsgA,G7841_RNA,G7841-MONOMER,Metabolism,4411
orn,G7842_RNA,G7842-MONOMER,RNA Decay,4412
queG,G7843_RNA,G7843-MONOMER,Metabolism,4413
rlmB,G7845_RNA,G7845-MONOMER,Metabolism,4415
yjfP,G7853_RNA,G7853-MONOMER,Metabolism,4423
ulaG,G7855_RNA,G7855-MONOMER,Metabolism,4425
ulaA,G7856_RNA,SGAT-MONOMER,Metabolism,4426
ulaD,G7858_RNA,G7858-MONOMER,Metabolism,4427
ulaE,G7859_RNA,G7859-MONOMER,Metabolism,4428
ulaF,G7860_RNA,G7860-MONOMER,Metabolism,4429
fklB,G7865_RNA,G7865-MONOMER,Metabolism,4433
qorB,G7868_RNA,G7868-MONOMER,Metabolism,4436
lptF,G7888_RNA,G7888-MONOMER,Metabolism,4454
lptG,G7889_RNA,G7889-MONOMER,Metabolism,4455
idnO,G7892_RNA,GLUCONREDUCT-MONOMER,Metabolism,4458
idnD,G7893_RNA,IDONDEHYD-MONOMER,Metabolism,4459
nanY,G7901_RNA,G7901-MONOMER,Metabolism,4464
yjhG,G7910_RNA,G7910-MONOMER,Metabolism,4468
yjhH,G7911_RNA,G7911-MONOMER,Metabolism,4469
nanS,G7919_RNA,G7919-MONOMER,Metabolism,4476
nanM,G7920_RNA,G7920-MONOMER,Metabolism,4477
nanC,G7921_RNA,G7921-MONOMER,Metabolism,4478
iadA,G7925_RNA,G7925-MONOMER,Metabolism,4482
btsT,G7942_RNA,G7942-MONOMER,Metabolism,4496
lgoD,G7945_RNA,G7945-MONOMER,Metabolism,4498
bglJ,G7948_RNA,G7948-MONOMER,Transcription Regulation,4501
rsmC,G7950_RNA,G7950-MONOMER,Metabolism,4503
feaB,G7961_RNA,PHENDEHYD-MONOMER,Metabolism,4508
fruB,G7990_RNA,FRUB-MONOMER,Metabolism,4509
uxaC,G81_RNA,UXAC-MONOMER,Metabolism,4511
nrdG,G812_RNA,RNTRACTIV-MONOMER,Metabolism,4512
srlA,G8210_RNA,G8210-MONOMER,Metabolism,4514
xapA,G85_RNA,XANTHOSINEPHOSPHORY-MONOMER,Metabolism,4515
dgoD,GB4478_RNA,GALACTONATE-DEHYDRATASE-MONOMER,Metabolism,4516
rpe,M004_RNA,RIBULP3EPIM-MONOMER,Metabolism,4517
thiM,M007_RNA,THZ-KIN-MONOMER,Metabolism,4518
hcaE,M009_RNA,PHENYLPRODIOXY-MONOMER,Metabolism,4519
mhpA,M010_RNA,MHPHYDROXY-MONOMER,Metabolism,4520
mhpB,M011_RNA,DHPDIOXYGEN-MONOMER,Metabolism,4521
mhpC,M012_RNA,MHPCHYDROL-MONOMER,Metabolism,4522
mhpD,M013_RNA,MHPDHYDROL-MONOMER,Metabolism,4523
mhpF,M014_RNA,MHPF-MONOMER,Metabolism,4524
hcaF,M015_RNA,HCAA2-MONOMER,Metabolism,4525
